3h5	 For Clock, loose pins (i.e. pins that can toggle or recede using gravity instead of being directly pressed are not considered reasonable wear, and puzzles with such pins must not be permitted.	 Article_3
3j	 Puzzles must be clean, and must not have any markings, elevated pieces, damage, or other differences that significantly distinguish any piece from a similar piece. Exception: a logo (see Regulation 3l.	 Article_3
3j1	 Puzzles are permitted to have reasonable wear, at the discretion of the WCA Delegate.	 Article_3
3j1a	 Wear should be considered reasonable if it is a result of normal use of the puzzle and if it does not give significant additional information about the state of the puzzle (e.g. about the location of specific pieces.	 Article_3
3j2	 Definition: Two pieces are similar to each other if they are identical in shape and size, or mirrored in shape and identical in size.	 Article_3
3j3	 Corrugated/textured parts which permit the orientation of pieces to be distinguished by feel are not permitted for blindfolded events.	 Article_3
3k	 Puzzles should be approved by the WCA Delegate before use in the competition.	 Article_3
3k1	 If a non-permitted puzzle is found during a round, the competitor must not continue to use the puzzle, and must submit a replacement.	 Article_3
3k2	 Penalty for attempts done with puzzles which are not permitted: disqualification of the attempt (DNF. The following exceptions apply:	 Article_3
3k2a	 If a non-permitted puzzle is found before a round is complete, affected results in the round may be replaced with extra attempts, at the discretion of the WCA Delegate.	 Article_3
3k2b	 3x3x3 Multi-Blind: if any puzzles are found to be non-permitted, such puzzles may be individually counted as unsolved (without disqualifying the entire attempt, at the discretion of the WCA Delegate.	 Article_3
3l	 A puzzle may have one or more logos on a colored part. If it does, it must have at most one colored part with a logo or multiple logos. Exception: For 4x4x4 Blindfolded, 5x5x5 Blindfolded, and 3x3x3 Multi-Blind, a puzzle must not have any logos.	 Article_3
3l1	 The logo must be placed on a center piece. Exceptions for puzzles that do not have center pieces:	 Article_3
3l1a	 For Pyraminx and 2x2x2, the logo may be on any piece.	 Article_3
3l1b	 For Square-1, the logo must be on a piece in the equatorial slice.	 Article_3
3l2	 The logo may be embossed, engraved, or consist of an overlay sticker.	 Article_3
3m	 All brands of puzzles and puzzle parts are permitted, as long as the puzzles comply with all WCA Regulations.	 Article_3
4a	 A scrambler applies scramble sequences to the puzzles.	 Article_4
4b	 Competition scramble sequences must be generated using a current official version of an official WCA scramble program (available via the WCA website.	 Article_4
4b1	 Generated scramble sequences must not be inspected before the competition, and must not be filtered or selected in any way by the WCA Delegate.	 Article_4
4b2	 Scramble sequences for a group must be available only to the WCA Delegate before the start of that group, and only available to the WCA Delegate and the scramblers for the group until it is finished. Exception: For 3x3x3 Fewest Moves, competitors receive scramble sequences during the round (see Article E.	 Article_4
4b2a	 The designated WCA Delegate for the competition must only give access to scramble sequences for future groups to other members of the organization team if they will be temporarily unavailable (e.g. competing themselves, and should give others access to the minimum possible amount of scrambles in this case.	 Article_4
4b3	 Specification for a scramble program: An official scramble sequence must produce a random state from all states that require at least 2 moves to solve (equal probability for each state. The following additions/exceptions apply:	 Article_4
4b3a	 For blindfolded events, the scramble sequence must orient the puzzle randomly (equal probability for each orientation.	 Article_4
4b3b	 2x2x2 Cube: The (random state must require at least 4 moves to solve.	 Article_4
4b3c	 Skewb: The (random state must require at least 7 moves to solve.	 Article_4
4b3d	 Square-1: The (random state must require at least 11 moves to solve.	 Article_4
4b3e	 5x5x5 Cube, 6x6x6 Cube, 7x7x7 Cube, and Megaminx: sufficiently many random moves (instead of random state, at least 2 moves to solve.	 Article_4
4b3f	 Pyraminx: The (random state must require at least 6 moves to solve.	 Article_4
4b4	 Each scramble sequence should be applied during a maximum time frame of 2 hours. This time frame starts when the scramble sequence is applied for the first time.	 Article_4
4d	 Scrambling orientation:	 Article_4
4d1	 NxNxN Cubes and Megaminx are scrambled starting with the white face (if not possible, then the lightest face on the top and the darkest adjacent green face (if not possible, then the darkest adjacent face on the front.	 Article_4
4d2	 Pyraminx is scrambled starting with the yellow face (if not possible, then the lightest face on the bottom and the green face (if not possible, then the darkest adjacent face on the front.	 Article_4
4d3	 Square-1 is scrambled starting with the darker color on front (out of the 2 possible scrambling orientations.	 Article_4
4d4	 Clock is scrambled starting with either side in front and 12 o'clock pointing up.	 Article_4
4d5	 Skewb is scrambled starting with the white face (if not possible, then the lightest face on top and the green face (if not possible, then the darkest adjacent face on the front-left.	 Article_4
4g	 After scrambling a puzzle, the scrambler must verify that the puzzle is scrambled correctly. If the puzzle state is wrong, the scrambler must correct it (e.g. by solving the puzzle and applying the scramble sequence again.	 Article_4
4g1	 The following exceptions apply:	 Article_4
4g1a	 For the 6x6x6 Cube, 7x7x7 Cube, and Megaminx, it is not necessary to correct the puzzle state, at the discretion of the WCA Delegate.	 Article_4
4g1b	 For the 5x5x5 Cube, the scrambler should correct the puzzle state. If correcting the puzzle state would cause a severe detriment to the schedule, it is not necessary to correct it, at the discretion of the WCA Delegate.	 Article_4
4g2	 For Multi-Blind Solving, after scrambling all the cubes, the scrambler must verify there are no duplicate scrambles.	 Article_4
5a	 Examples of puzzle defects include: popped parts, pieces twisted in place, and detached screws/caps/stickers.	 Article_5
5b	 If a puzzle defect occurs during an attempt, the competitor may choose to either repair the defect and continue the attempt, or to stop the attempt. The competitor is not permitted to cause a puzzle defect intentionally, unless correcting a previous puzzle defect (see Regulation 5b3b and Regulation 5b3c. Examples of intentionally causing puzzle defects: removing an attached center cap, rotating a corner piece, peeling a sticker.	 Article_5
5b1	 If a competitor chooses to repair the puzzle, they must repair only the defective parts. Tools and/or parts of other puzzles must not be used to repair the original puzzle. Penalty: disqualification of the attempt (DNF.	 Article_5
5b2	 Any repair to a puzzle must not give the competitor an advantage in solving the puzzle. Penalty: disqualification of the attempt (DNF.	 Article_5
5b3	 Permitted repairs:	 Article_5
5b3a	 If any parts have fallen out or moved out of place, the competitor may place them back.	 Article_5
5b3b	 If the competitor repairs the puzzle but finds that the puzzle is unsolvable later during the solve, they may disassemble and reassemble a maximum of 4 pieces to make the puzzle solvable.	 Article_5
5b3c	 If the puzzle is unsolvable, and can be made solvable by rotating a single corner piece, the competitor may correct the corner piece by twisting it in place without disassembling the puzzle. If multiple corner pieces have been twisted as a result of puzzle defects, the competitor may correct these twists, as long as the number of pieces corrected by the competitor does not exceed the number of pieces twisted as a result of puzzle defects.	 Article_5
5b4	 During a blindfolded phase (see Regulation B4, all repairs must be performed blindfolded. Penalty: disqualification of the attempt (DNF.	 Article_5
5b5	 If some parts of the puzzle are physically detached or not fully placed at the end of the solve, the following regulations apply:	 Article_5
5b5a	 If one or more parts without colored faces are affected, the puzzle is considered solved.	 Article_5
5b5b	 If one part with one colored face is affected, the puzzle is considered solved.	 Article_5
5b5c	 If more than one part with one colored face is affected, the puzzle is considered unsolved (DNF.	 Article_5
5b5d	 If one or more parts with more than one colored face are affected, the puzzle is considered unsolved (DNF.	 Article_5
5b5e	 Regulations 5b5c and 5b5d supersede 5b5a and 5b5b.	 Article_5
5b5f	 If a part is partially detached or not fully placed, its final position is the closest position in which the affected piece would normally fit within the puzzle mechanism, considering the current state of the puzzle. If the final position renders the piece solved, the piece is not considered to be affected by the puzzle defect.	 Article_5
5b6	 Definition: A part is one or more fully connected components from a group of puzzle components that remain connected and do not move relative to each other during ordinary operation of the puzzle (e.g. a 3x3x3 center cap, a Pyraminx tip, a 3x3x3 corner piece missing one face, one face of a 3x3x3 corner piece.	 Article_5
7b	 Spectators must remain at least 1.5 meters away from the solving stations when they are in use.	 Article_7
7c	 Lighting of the competition area must be given special attention. Lighting should be neutral, such that competitors can easily differentiate among the colors on the puzzles.	 Article_7
7e	 The competition area must be smoke-free.	 Article_7
7f	 Solving station:	 Article_7
7f1	 Definitions:	 Article_7
7f1a	 Stackmat: The Speed Stacks Stackmat timer and a full-size compatible mat. Generation 3 Pro Timer, Generation 4 Pro Timer, and/or Generation 5 Pro Timer must be used for time measurement.	 Article_7
7f1b	 Mat: The mat of the Stackmat.	 Article_7
7f1c	 Timer: The timer of the Stackmat, or a stopwatch (for longer attempts.	 Article_7
7f1d	 Surface: The flat surface on which the Stackmat has been placed. The mat is considered a part of the surface. The timer is not considered a part of the surface.	 Article_7
7f2	 The Stackmat timer must be attached to the mat and placed on the surface, with the timer on the side of the mat nearest to the competitor.	 Article_7
7f3	 The organization team should modify Stackmat timers to be more robust against common incidents, by making the buttons more difficult to press by accident (e.g. by attaching O-rings around the buttons and securing the battery more firmly (e.g. by padding the battery compartment.	 Article_7
7f4	 Generation 5 Pro Timer must be used in 2-pad mode.	 Article_7
7h	 If competitors do not remain at the same station for all of their attempts in a round, the competition area must have one or more Competitor Waiting Areas. Exception: rounds with individually scheduled attempts.	 Article_7
7h2	 Definition: A Competitor Waiting Area is an area in which competitors in a group wait at to be called to a solving station.	 Article_7
9a	 The WCA governs competitions for mechanical puzzles that are operated by twisting groups of pieces, commonly known as "twisty puzzles".	 Article_9
9b	 The official events of the WCA are:	 Article_9
9b1	 3x3x3 Cube, 2x2x2 Cube, 4x4x4 Cube, 5x5x5 Cube, 3x3x3 One-Handed, Clock, Megaminx, Pyraminx, Skewb, and Square-1.	 Article_9
9b1a	 Full round format for these events: "Average of 5".	 Article_9
9b1b	 Cutoff format for these events: "Best of 2" cutoff phase for "Average of 5".	 Article_9
9b2	 6x6x6 Cube and 7x7x7 Cube.	 Article_9
9b2a	 Full round format for these events: "Mean of 3".	 Article_9
9b2b	 Cutoff format for these events: "Best of 1" cutoff phase for "Mean of 3".	 Article_9
9b3	 3x3x3 Blindfolded, 4x4x4 Blindfolded, 5x5x5 Blindfolded.	 Article_9
9b3a	 Full round format for these events: "Best of 3".	 Article_9
9b3b	 For these events, the WCA also recognizes "Mean of 3" rankings and records based on the times from "Best of 3" rounds.	 Article_9
9b4	 3x3x3 Fewest Moves.	 Article_9
9b4a	 Full round formats for this event: "Best of X" (where X is 1 or 2 or "Mean of 3".	 Article_9
9b4b	 Cutoff formats for this event: "Best of 1" cutoff phase for "Best of 2" or "Best of X" (where X is 1 or 2 cutoff phase for "Mean of 3".	 Article_9
9b5	 3x3x3 Multi-Blind.	 Article_9
9b5a	 Full round formats for this event: "Best of X" (where X is 1, 2, or 3.	 Article_9
9b5b	 Cutoff formats for this event: "Best of X" (where X is 1 or 2 cutoff phase for "Best of Y" (where Y is 2 or 3, and Y > X.	 Article_9
9f	 The results of a round are measured as follows:	 Article_9
9f1	 All timed results under 10 minutes, except for 3x3x3 Multi-Blind, are measured and truncated to hundredths of a second. All timed averages and means under 10 minutes are measured and rounded to the nearest hundredth of a second.	 Article_9
9f2	 All timed results, averages, and means over 10 minutes, as well as all times for 3x3x3 Multi-Blind results, are measured and truncated to seconds.	 Article_9
9f4	 The result of an attempt is recorded as DNF (Did Not Finish if the attempt is disqualified or unsolved/unfinished.	 Article_9
9f4a	 If a competitor violates a regulation clearly enough that the attempt is certain to be disqualified, the judge should immediately stop the attempt. If the judge is uncertain or a dispute could be disruptive (e.g. because an extra attempt could delay the competition, the judge should consult the WCA Delegate.	 Article_9
9f5	 The result of an attempt is recorded as DNS (Did Not Start if the competitor was eligible for the attempt and did not start it (see Regulation A3b2.	 Article_9
9f6	 For "Best of X" rounds, each competitor is allotted X attempts. The best result of these attempts determines the competitor's ranking in the round.	 Article_9
9f7	 For "Best of X" rounds, a DNF or DNS is the worst possible result.	 Article_9
9f8	 For "Average of 5" rounds, competitors are allotted 5 attempts. Of these 5 attempts, the best and worst attempts are removed, and the arithmetic mean of the remaining 3 attempts determines the competitor's ranking in the round.	 Article_9
9f9	 For "Average of 5" rounds, one DNF or DNS is permitted to count as the competitor's worst result of the round. If a competitor has more than one DNF and/or DNS result in the round, their average result for the round is DNF.	 Article_9
9f10	 For "Mean of 3" rounds, competitors are allotted 3 attempts. The arithmetic mean of the 3 attempts determines the competitor's ranking in the round.	 Article_9
9f11	 For "Mean of 3" rounds, if the competitor has at least one DNF or DNS result, their average result for the round is DNF.	 Article_9
9f12	 For "Best of X" rounds, rankings are assessed based on the best result per competitor. The following are used to compare results:	 Article_9
9f12a	 For timed results, "better" is defined as the shorter time.	 Article_9
9f12b	 For 3x3x3 Fewest Moves, "better" is defined as the shorter solution length.	 Article_9
9f12c	 For 3x3x3 Multi-Blind, rankings are assessed based on the number of puzzles solved minus the number of puzzles not solved, where a greater difference is better. If the difference is less than 0, or if only 1 puzzle is solved, the attempt is considered unsolved (DNF. If competitors achieve the same result, rankings are assessed based on total time, where the shorter recorded time is better. If competitors achieve the same result and the same time, rankings are assessed based on the number of puzzles the competitors failed to solve, where fewer unsolved puzzles are better.	 Article_9
9f13	 For "Mean of 3" and "Average of 5" rounds, rankings are assessed based on the ordering of the averages/means of the competitors, where "better" is the smaller recorded result.	 Article_9
9f14	 For "Mean of 3" and "Average of 5" rounds, if two or more competitors achieve identical average/mean results, rankings are assessed based on the best attempt per competitor, where "better" is defined as the smaller recorded result.	 Article_9
9f15	 Competitors who achieve the same result in a round receive an identical ranking for the round.	 Article_9
9g	 A Cutoff Round is a round with a "Best of X" cutoff phase and a cutoff requirement (e.g. "Best of 2" with a cutoff requirement of strictly better than 2 minutes. If the competitor satisfies the cutoff requirement in at least one of their cutoff phase attempts, they are eligible for the remaining attempts. Attempts from the cutoff phase count towards the full round format.	 Article_9
9i	 Results of official WCA competitions must be listed on the WCA world rankings.	 Article_9
9i1	 The WCA recognizes the following types of regional records: national records, continental records, and world records.	 Article_9
9i2	 All the results of a round are considered to take place on the last calendar date of the round. If a regional record is broken multiple times on the same calendar date, only the best result is recognized as breaking that regional record.	 Article_9
9i3	 If the WCA Regulations for an event are changed, existing regional records stand until they are broken under the new WCA Regulations.	 Article_9
9j	 Each event must be held at most once per competition.	 Article_9
9k	 All competitors may participate in all events of a competition, except in cases specifically approved by the WCA Competition Announcement Team.	 Article_9
9l	 Each round must be completed before any following round of the same event can start. Exception: Extra attempts may be given at any point during a competition to replace an attempt that was initially invalid.	 Article_9
9l1	 An attempt is considered invalid if an extra attempt is required to be granted.	 Article_9
9m	 Events must have at most four rounds.	 Article_9
9m1	 Rounds with 99 or fewer competitors must have at most two subsequent rounds.	 Article_9
9m2	 Rounds with 15 or fewer competitors must have at most one subsequent round.	 Article_9
9m3	 Rounds with 7 or fewer competitors must not have subsequent rounds.	 Article_9
9o	 Cutoff Rounds count as one round when counting the number of rounds per event.	 Article_9
9p	 If an event has multiple rounds, then:	 Article_9
9p1	 At least 25% of competitors must be eliminated between consecutive rounds of the same event.	 Article_9
9p2	 The competitors who advance to the next round must be determined by ranking (best X competitors or by result (all competitors with a better result than X in the preceding round.	 Article_9
9p2a	 For each round, advancement conditions must be announced before the round starts, and should not be changed after it has begun. Changes must be made at the discretion of the WCA Delegate, who must carefully consider the fairness of the change.	 Article_9
9p2b	 Exception: For competitions designated as a National Championship or Continental Championship, the organization team may amend advancement conditions to reserve spaces for competitors representing the relevant region. A maximum of 8 spaces or 50% of spaces in the following round, whichever is the lower, may be reserved in this way. For a round with reserved spaces, the competitors advancing from the previous round are a reserved number of best competitors representing the relevant region, followed by the remaining best competitors representing any region.	 Article_9
9p3	 If a qualifying competitor withdraws from a round, they may be replaced by the best-ranked non-qualifying competitor from the preceding round.	 Article_9
9p4	 A competitor with results of only DNF and/or DNS is not eligible to advance.	 Article_9
9s	 Each round of each event must have a time limit (see Regulation A1a.	 Article_9
9t	 If any change occurs to the results of a competitor after the competition has ended (e.g. score-taking mistake, retroactive penalty, such that the competitor should not have advanced to the next round (or was not allowed to take part in the round, all results of this competitor for all subsequent rounds must be removed (see Regulation 9u.	 Article_9
9t1	 If this makes a round no longer compliant with Regulation 9p1, results of other competitors must not be removed.	 Article_9
9t2	 If this makes a round no longer compliant with Regulation 9m1, 9m2 or 9m3, any subsequent round must not be removed.	 Article_9
9t3	 If any change occurs to the result of a competitor, such that another competitor should not have advanced to the next round, the result of the second competitor must not be removed.	 Article_9
9u	 A competition is considered to have ended if all the following requirements are met simultaneously:	 Article_9
9u1	 All the scheduled rounds in the WCA website are completed.	 Article_9
9u2	 The WCA Delegate has announced the end of the competition. If the WCA Delegate does not announce the end of the competition, either of the following takes the place of this announcement (whichever comes first:	 Article_9
9u2a	 All the listed WCA Delegates permanently leave the venue.	 Article_9
9u2b	 The end of the last calendar date of the competition is reached.	 Article_9
10b	 Only the resting state of the puzzle, after the timer has been stopped, is considered.	 Article_10
10c	 The puzzle may be in any orientation at the end of the solve.	 Article_10
10d	 All parts of a puzzle must be physically attached to the puzzle and fully placed in their required positions. Exception: see Regulation 5b5.	 Article_10
10e	 A puzzle is solved when all colored parts are reassembled and all parts are aligned within the limits specified below:	 Article_10
10e1	 For every two adjacent parts (e.g. two parallel, adjacent slices of a cube of the puzzle that are misaligned by more than the limit described in Regulation 10f, the puzzle is considered to require one additional move to solve (see "Outer Block Turn Metric" in Article 12.	 Article_10
10e2	 If no further moves are required to bring the puzzle to its solved state, the puzzle is considered solved without penalty.	 Article_10
10e3	 If one move is required, the puzzle is considered solved with a time penalty (+2 seconds.	 Article_10
